UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-NON VEHICLE,192411204,8/29/2019,2955 PEACHTREE RD NE,206,Garden Hills,B,33.83564,-84.38133
LARCENY-NON VEHICLE,192412468,8/29/2019,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,211,Lindbergh/Morosgo,B,33.82545,-84.36218
LARCENY-NON VEHICLE,192412101,8/29/2019,970 SPRING ST NW,503,Midtown,E,33.78123,-84.38946
LARCENY-FROM VEHICLE,192411047,8/29/2019,2050 SYLVAN RD SW ,306,Sylvan Hills,X,33.69858,-84.41831
LARCENY-FROM VEHICLE,192411162,8/29/2019,3565 MARTIN L KING JR DR NW,111,Adamsville,H,33.7601,-84.50466
LARCENY-FROM VEHICLE,192410984,8/29/2019,1055 MARYLAND AVE NE,601,Virginia Highland,F,33.78347,-84.35665
LARCENY-FROM VEHICLE,192412009,8/29/2019,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869
LARCENY-FROM VEHICLE,192411362,8/29/2019,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79579,-84.42575
LARCENY-FROM VEHICLE,192411796,8/29/2019,423 PARKWAY DR NE,603,Old Fourth Ward,M,33.76597,-84.3733
LARCENY-FROM VEHICLE,192412543,8/29/2019,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537
LARCENY-FROM VEHICLE,192412592,8/29/2019,1394 N HIGHLAND AVE NE,613,Morningside/Lenox Park,F,33.79262,-84.35285
LARCENY-FROM VEHICLE,192412619,8/29/2019,2715 DEERWOOD LN SW,414,Ben Hill,P,33.67302,-84.51561
LARCENY-FROM VEHICLE,192412573,8/29/2019,322 TED TURNER DR NW,508,Downtown,M,33.76316,-84.38911
LARCENY-FROM VEHICLE,192412508,8/29/2019,1419 ALLEGHENY ST SW,402,West End,T,33.73533,-84.43413
LARCENY-FROM VEHICLE,192410506,8/29/2019,943 WASHINGTON PL SW,104,Ashview Heights,T,33.75382,-84.41855
LARCENY-FROM VEHICLE,192410333,8/29/2019,505 WHITEHALL ST SW,303,Mechanicsville,V,33.7438,-84.40436
LARCENY-FROM VEHICLE,192410662,8/29/2019,656 QUEEN ST SW,402,West End,T,33.73719,-84.42521
LARCENY-FROM VEHICLE,192410761,8/29/2019,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
LARCENY-FROM VEHICLE,192410088,8/29/2019,65 MORELAND AVE NE,609,Edgewood,O,33.75528,-84.34893
LARCENY-FROM VEHICLE,192412712,8/29/2019,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.80352,-84.41455
LARCENY-FROM VEHICLE,192412620,8/29/2019,745 EDGEWOOD AVE NE,602,Inman Park,N,33.75475,-84.3631
LARCENY-FROM VEHICLE,192412682,8/29/2019,810 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77649,-84.35273
LARCENY-FROM VEHICLE,192412689,8/29/2019,774 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.774,-84.36206
LARCENY-FROM VEHICLE,192412683,8/29/2019,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554
LARCENY-FROM VEHICLE,192412796,8/29/2019,1579 MONROE DR NE @ANSLEY MALL II,613,Piedmont Heights,F,33.79819,-84.36974
LARCENY-NON VEHICLE,192412550,8/29/2019,1959 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70262,-84.38491
LARCENY-NON VEHICLE,192411896,8/29/2019,590 W PEACHTREE ST NW @RENAISSANCE HOTEL,509,Downtown,M,33.77023,-84.38815
LARCENY-NON VEHICLE,192411873,8/29/2019,1970 RENA CIR SW,410,Campbellton Road,R,33.7013,-84.47107
LARCENY-NON VEHICLE,192412371,8/29/2019,225 BAKER ST NW @AQUARIUM,508,Downtown,M,33.76387,-84.39477
LARCENY-NON VEHICLE,192412510,8/29/2019,3871 REDWINE RD SW,414,Princeton Lakes,P,33.66005,-84.50994
LARCENY-NON VEHICLE,192412492,8/29/2019,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144
LARCENY-NON VEHICLE,192418081,8/29/2019,GATE A33 @8700 SPINE RD,703,,,33.6438,-84.43876
LARCENY-NON VEHICLE,192412304,8/29/2019,730 LEXINGTON AVE SW,301,Adair Park,V,33.72393,-84.41185
LARCENY-NON VEHICLE,192412211,8/29/2019,854 OAK ST SW,401,West End,T,33.74057,-84.41685
LARCENY-NON VEHICLE,192411102,8/29/2019,630 SMITH ST SW,303,Mechanicsville,V,33.73776,-84.40062
LARCENY-NON VEHICLE,192411187,8/29/2019,1019 WESTMONT RD SW,403,Cascade Avenue/Road,S,33.72772,-84.43777
LARCENY-NON VEHICLE,192410044,8/29/2019,1602 S GORDON ST SW,404,Westview,T,33.73947,-84.44022
AUTO THEFT,192418005,8/29/2019,6023 SOUTH TERMINAL BYWAY,704,,,33.638,-84.44453
AUTO THEFT,192410601,8/29/2019,55 HILLIARD ST SE,604,Sweet Auburn,M,33.75286,-84.37718
AUTO THEFT,192411349,8/29/2019,3261 ARDLEY RD SW,406,East Ardley Road,I,33.7293,-84.49499
AUTO THEFT,192412599,8/29/2019,66 12TH ST NW,503,Midtown,E,33.78444,-84.38921
AUTO THEFT,192410798,8/29/2019,400 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76408,-84.37448
AUTO THEFT,192410380,8/29/2019,2021 MARTIN L KING JR DR NW,108,,I,33.75035,-84.45218
AUTO THEFT,192412382,8/29/2019,2025 HOSEA L WILLIAMS DR SE @ZONE 6 PRECINCT,610,Kirkwood,O,33.75086,-84.32133
AUTO THEFT,192412028,8/29/2019,2121 MEADOWLANE DR SW,409,Southwest,R,33.6977,-84.49769
AUTO THEFT,192400487,8/28/2019,350 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70605,-84.35684
AUTO THEFT,192401496,8/28/2019,109 CENTRAL AVE SW,511,Downtown,M,33.75162,-84.38935
AUTO THEFT,192402168,8/28/2019,1645 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.70879,-84.3499
AUTO THEFT,192400023,8/28/2019,3350 MOUNT GILEAD RD SW,409,Southwest,R,33.6982,-84.49859
AUTO THEFT,192400639,8/28/2019,817 W PEACHTREE ST NE @BILTMORE HOTEL,505,Midtown,E,33.77696,-84.38697
AUTO THEFT,192400361,8/28/2019,294 GRANT PARK PL SE,605,Grant Park,W,33.73283,-84.37815
AUTO THEFT,192402303,8/28/2019,3749 CAMPBELLTON RD SW,412,Brookview Heights,G,33.77774,-84.47583
AUTO THEFT,192400998,8/28/2019,756 W PEACHTREE ST NW,505,Midtown,E,33.77526,-84.38764
LARCENY-NON VEHICLE,192408069,8/28/2019,6000 S TERMINAL PKWY,706,,,33.64184,-84.4477
LARCENY-NON VEHICLE,192408067,8/28/2019,6000 S TERMINAL PKWY A,706,,,33.64184,-84.4477
LARCENY-NON VEHICLE,192401473,8/28/2019,1720 PEACHTREE ST NW,207,Brookwood,E,33.80117,-84.39286
LARCENY-NON VEHICLE,192401560,8/28/2019,800 W MARIETTA ST NW,506,English Avenue,L,33.78022,-84.41514
LARCENY-NON VEHICLE,192401844,8/28/2019,490 SHANNON DR SW,301,Capitol View Manor,X,33.71656,-84.40375
LARCENY-NON VEHICLE,192401108,8/28/2019,2805 MACON DR SE,312,Glenrose Heights,Z,33.67712,-84.3888
LARCENY-NON VEHICLE,192401120,8/28/2019,3235 RIDGEWOOD RD NW,201,Paces,A,33.84401,-84.44694
LARCENY-NON VEHICLE,192400496,8/28/2019,1191 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.42716
LARCENY-NON VEHICLE,192400839,8/28/2019,1125 HARDEE ST NE,606,Reynoldstown,N,33.75524,-84.35079
LARCENY-NON VEHICLE,192400668,8/28/2019,2203 WINGATE STREET SW,405,Florida Heights,I,33.74894,-84.46021
LARCENY-NON VEHICLE,192402174,8/28/2019,3535 NORTHSIDE PKWY NW,202,Randall Mill,A,33.85087,-84.42902
LARCENY-NON VEHICLE,192401312,8/28/2019,525 PARKWAY DR NE,603,Old Fourth Ward,M,33.76867,-84.37276
LARCENY-FROM VEHICLE,192400498,8/28/2019,2700 PINE TREE RD NE,210,Pine Hills,B,33.82658,-84.35796
LARCENY-NON VEHICLE,192401280,8/28/2019,320 BEREAN AVE SE,606,Grant Park,W,33.74588,-84.36656
LARCENY-FROM VEHICLE,192402306,8/28/2019,500 10TH ST NE,502,,E,33.78223,-84.36922
LARCENY-FROM VEHICLE,192402222,8/28/2019, 2429 Bolton Rd,103,Bolton,D,33.82065,-84.45537
LARCENY-FROM VEHICLE,192402347,8/28/2019,1122 CRESCENT AVE NE,503,Midtown,E,33.78533,-84.3845
LARCENY-FROM VEHICLE,192402076,8/28/2019,600 PONCE DE LEON AVE NE,614,Midtown,E,33.77376,-84.36722
LARCENY-FROM VEHICLE,192402027,8/28/2019,535 LEE ST SW,401,West End,T,33.74042,-84.41435
LARCENY-FROM VEHICLE,192402115,8/28/2019,2020 LENOX RD NE,613,Morningside/Lenox Park,F,33.80963,-84.35206
LARCENY-FROM VEHICLE,192402077,8/28/2019,602 N HIGHLAND AVE NE @MANUELS,602,Poncey-Highland,N,33.77082,-84.35274
LARCENY-FROM VEHICLE,192401975,8/28/2019,534  DECATUR ST SE,604,Old Fourth Ward,M,33.7518,-84.37034
LARCENY-FROM VEHICLE,192402361,8/28/2019,893 PEACHTREE ST NE @BULLDOG,505,Midtown,E,33.77901,-84.38403
LARCENY-FROM VEHICLE,192402148,8/28/2019,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80673,-84.41316
LARCENY-FROM VEHICLE,192402133,8/28/2019,1720 MARIETTA BLVD NW,103,Hills Park,D,33.80169,-84.43644
LARCENY-FROM VEHICLE,192400570,8/28/2019,1678 HOWELL MILL RD NW,204,Underwood Hills,D,33.79991,-84.41625
LARCENY-FROM VEHICLE,192400440,8/28/2019,491 REED ST SE,304,Summerhill,V,33.74095,-84.38571
LARCENY-FROM VEHICLE,192400425,8/28/2019,830 GREENWOOD AVE NE,601,Virginia Highland,F,33.77675,-84.36007
LARCENY-FROM VEHICLE,192400402,8/28/2019,1056 ALLENE AVE SW,301,Adair Park,V,33.726,-84.41333
LARCENY-FROM VEHICLE,192400366,8/28/2019,2745 DEERWOOD LN SW,414,Ben Hill,P,33.67201,-84.51563
LARCENY-FROM VEHICLE,192400284,8/28/2019,341 AUBURN AVE NE,604,Sweet Auburn,M,33.75551,-84.3766
LARCENY-FROM VEHICLE,192400911,8/28/2019,1160 MOORES MILL RD NW,201,Brandon,C,33.83133,-84.42498
LARCENY-FROM VEHICLE,192400884,8/28/2019,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
LARCENY-FROM VEHICLE,192400913,8/28/2019,2232 BELVEDERE AVE SW,409,Adams Park,R,33.72095,-84.46173
LARCENY-FROM VEHICLE,192400987,8/28/2019,2403 DELLWOOD DR NW,205,Peachtree Battle Alliance,C,33.82066,-84.39791
LARCENY-FROM VEHICLE,192400644,8/28/2019,996 GREENWOOD AVE NE,601,Virginia Highland,F,33.77679,-84.3545
LARCENY-FROM VEHICLE,192401830,8/28/2019,1273 GUN CLUB RD NW,110,Almond Park,G,33.78936,-84.45976
LARCENY-FROM VEHICLE,192401023,8/28/2019,2035 HOLLYWOOD RD NW,103,Riverside,D,33.81088,-84.47101
LARCENY-FROM VEHICLE,192401050,8/28/2019,2280 PEACHTREE RD NW,205,,C,33.81685,-84.39065
LARCENY-FROM VEHICLE,192401030,8/28/2019,906 WARNER ST,301,Oakland City,S,33.7243,-84.4176
LARCENY-FROM VEHICLE,192402307,8/28/2019,587 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76374,-84.36805
LARCENY-FROM VEHICLE,192402205,8/28/2019,573 IRA ST SW,303,Mechanicsville,V,33.73918,-84.40013
LARCENY-FROM VEHICLE,192402311,8/28/2019,794 JUNIPER ST NE,505,Midtown,E,33.7762,-84.38319
LARCENY-FROM VEHICLE,192401594,8/28/2019,970 SPRING ST NW,503,Midtown,E,33.78123,-84.38946
LARCENY-FROM VEHICLE,192401541,8/28/2019,1210 MENLO DR NW,103,Blandtown,D,33.78744,-84.42407
LARCENY-NON VEHICLE,192401925,8/28/2019,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65573,-84.5109
LARCENY-NON VEHICLE,192400711,8/28/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80448,-84.41348
LARCENY-NON VEHICLE,192400151,8/28/2019,2460 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75187,-84.46781
LARCENY-NON VEHICLE,192400788,8/28/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-FROM VEHICLE,192400798,8/28/2019,652 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.7721,-84.35261
LARCENY-NON VEHICLE,192401112,8/28/2019,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,192401450,8/28/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,192401576,8/28/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,192401336,8/28/2019,1380 ATLANTIC DR NW,501,Atlantic Station,E,33.79291,-84.39759
LARCENY-NON VEHICLE,192401348,8/28/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
BURGLARY-RESIDENCE,192402055,8/28/2019,95 8TH ST NW ,503,Midtown,E,33.78007,-84.39002
BURGLARY-NONRES,192401095,8/28/2019,1085 LINDBERGH DR NE @VARSITY JR,212,Lindridge/Martin Manor,F,33.81842,-84.35253
BURGLARY-NONRES,192402172,8/28/2019,396 PIEDMONT AVE NE,509,Downtown,M,33.76526,-84.38216
BURGLARY-RESIDENCE,192401683,8/28/2019,1345 DONNELLY AVE SW,402,West End,T,33.73589,-84.43028
BURGLARY-RESIDENCE,192401709,8/28/2019,2288 BAKER RD NW,109,Center Hill,J,33.76969,-84.46283
BURGLARY-RESIDENCE,192400309,8/28/2019,3030 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68066,-84.49371
BURGLARY-RESIDENCE,192400247,8/28/2019,956 HUBBARD ST SW,302,Pittsburgh,V,33.72875,-84.40226
AGG ASSAULT,192400616,8/28/2019,2636 OLD HAPEVILLE RD SW,310,Glenrose Heights,Z,33.66668,-84.39526
AGG ASSAULT,192400228,8/28/2019,201 COURTLAND ST NE,512,Downtown,M,33.75993,-84.38395
HOMICIDE,192400745,8/28/2019,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937
ROBBERY-PEDESTRIAN,192400292,8/28/2019,259 HUNNICUT ST,504,Downtown,M,33.76673,-84.39551
ROBBERY-PEDESTRIAN,192402121,8/28/2019,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328
ROBBERY-PEDESTRIAN,192390207,8/27/2019,1660 JONESBORO RD SE,307,Lakewood Heights,Y,33.70665,-84.37927
AGG ASSAULT,192390473,8/27/2019,437 CENTENNIAL OLYMPIC P DR NW,504,Downtown,M,33.76646,-84.39179
BURGLARY-NONRES,192390883,8/27/2019,300 OAKLAND AVE SE,605,Grant Park,W,33.74635,-84.37476
BURGLARY-NONRES,192390598,8/27/2019,902 DILL AVE SW,301,Capitol View,X,33.71803,-84.41768
BURGLARY-NONRES,192391048,8/27/2019,1815 MACARTHUR BLVD NW,103,Bolton,D,33.81408,-84.44702
BURGLARY-RESIDENCE,192391248,8/27/2019,1345 BRIDGES AVE SW,402,Bush Mountain,S,33.72676,-84.43189
BURGLARY-NONRES,192392021,8/27/2019,745 OLD IVY RD NE,209,North Buckhead,B,33.85721,-84.36324
BURGLARY-RESIDENCE,192390328,8/27/2019,725 BROOKLINE ST SW,301,Adair Park,V,33.72735,-84.41142
BURGLARY-RESIDENCE,192392209,8/27/2019,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644
BURGLARY-RESIDENCE,192392538,8/27/2019,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346
LARCENY-NON VEHICLE,192390555,8/27/2019,400 W PEACHTREE ST NE,509,Downtown,M,33.76614,-84.3876
LARCENY-NON VEHICLE,192390791,8/27/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,192390935,8/27/2019,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,192390940,8/27/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,192390969,8/27/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,192391132,8/27/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,192390845,8/27/2019,645 CASCADE AVE SW,404,Westview,T,33.73783,-84.43553
LARCENY-NON VEHICLE,192391581,8/27/2019,3730 CARMIA DR,414,Princeton Lakes,P,33.65573,-84.5109
LARCENY-NON VEHICLE,192391456,8/27/2019,3393 PEACHTREE RD NE,210,North Buckhead,B,33.85058,-84.36197
LARCENY-NON VEHICLE,192391368,8/27/2019,2325 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81866,-84.34906
LARCENY-FROM VEHICLE,192392267,8/27/2019,1440 DUTCH VALLEY PL NE,613,Morningside/Lenox Park,F,33.79326,-84.36862
LARCENY-FROM VEHICLE,192392152,8/27/2019,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482
LARCENY-FROM VEHICLE,192391945,8/27/2019,745 OLD IVY RD NE,209,North Buckhead,B,33.85721,-84.36324
LARCENY-FROM VEHICLE,192392183,8/27/2019,2277 PEACHTREE RD NE,211,,E,33.81595,-84.39051
LARCENY-FROM VEHICLE,192390881,8/27/2019,835 OGLETHORPE AVE SW,401,West End,T,33.73673,-84.41439
LARCENY-FROM VEHICLE,192392402,8/27/2019,1878 PIEDMONT AVE NE,212,Piedmont Heights,F,33.80731,-84.36637
LARCENY-FROM VEHICLE,192392366,8/27/2019,1931 CHESHIRE BRIDGE RD NE,613,Morningside/Lenox Park,F,33.80989,-84.35965
LARCENY-FROM VEHICLE,192391016,8/27/2019,22 THE PRADO NE,502,Ansley Park,E,33.7914,-84.3754
LARCENY-FROM VEHICLE,192390871,8/27/2019,1122 OLD CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.79995,-84.42484
LARCENY-FROM VEHICLE,192391855,8/27/2019,2285 METROPOLITAN PKWY SW,309,Perkerson,X,33.69195,-84.4086
LARCENY-FROM VEHICLE,192392282,8/27/2019,599 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77064,-84.3523
LARCENY-FROM VEHICLE,192391597,8/27/2019,507 BISHOP ST NW,207,Loring Heights,E,33.79257,-84.4046
LARCENY-FROM VEHICLE,192392568,8/27/2019,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.80352,-84.41455
LARCENY-FROM VEHICLE,192392462,8/27/2019,1784 PEACHTREE ST NW,207,Ardmore,E,33.80334,-84.39351
LARCENY-FROM VEHICLE,192392423,8/27/2019,2430 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82115,-84.35224
LARCENY-FROM VEHICLE,192391735,8/27/2019,177 MOURY AVE,305,The Villages at Carver,Y,33.71348,-84.39052
LARCENY-FROM VEHICLE,192390815,8/27/2019,2205 NORTHSIDE DR NW,205,,C,33.81493,-84.40582
LARCENY-FROM VEHICLE,192392288,8/27/2019,600 PONCE DE LEON AVE NE,614,Midtown,E,33.77376,-84.36722
LARCENY-FROM VEHICLE,192391192,8/27/2019,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265
LARCENY-FROM VEHICLE,192391157,8/27/2019,3645 BAKERS FERRY RD SW,407,Adamsville,H,33.75987,-84.50734
LARCENY-FROM VEHICLE,192391213,8/27/2019,562 METROPOLITAN PKWY SW,303,Pittsburgh,V,33.73912,-84.40808
LARCENY-FROM VEHICLE,192392408,8/27/2019,1811 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80461,-84.36712
LARCENY-FROM VEHICLE,192391312,8/27/2019,1059 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73836,-84.42259
LARCENY-FROM VEHICLE,192390856,8/27/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-FROM VEHICLE,192390626,8/27/2019,1145 CENTER ST NW,501,Home Park,E,33.78605,-84.4026
LARCENY-FROM VEHICLE,192390495,8/27/2019,667 PEEPLES ST SW,401,West End,T,33.73678,-84.42106
LARCENY-FROM VEHICLE,192392353,8/27/2019,1878 PIEDMONT RD NE,212,Piedmont Heights,F,33.80798,-84.36635
LARCENY-FROM VEHICLE,192390652,8/27/2019,1352 PARK AVE SE,305,Chosewood Park,Y,33.71747,-84.3701
LARCENY-FROM VEHICLE,192390609,8/27/2019,309 ELMIRA PL NE,608,Candler Park,N,33.76281,-84.3466
LARCENY-FROM VEHICLE,192390658,8/27/2019,1235 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80288,-84.42852
LARCENY-FROM VEHICLE,192390913,8/27/2019,277 MORELAND AVE ,606,Reynoldstown,N,33.74619,-84.34932
LARCENY-NON VEHICLE,192392438,8/27/2019,510 N HIGHLAND AVE NE,602,Inman Park,N,33.76805,-84.35268
LARCENY-NON VEHICLE,192390914,8/27/2019,2561 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82487,-84.36709
LARCENY-NON VEHICLE,192392599,8/27/2019,150 10TH ST NE,503,Midtown,E,33.78185,-84.38199
LARCENY-NON VEHICLE,192390780,8/27/2019,105 COLLIER RD NW,207,,E,33.80821,-84.39686
LARCENY-NON VEHICLE,192391252,8/27/2019,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637
LARCENY-NON VEHICLE,192391665,8/27/2019,1631 STANWOOD AVE SE,610,Kirkwood,O,33.75191,-84.33414
LARCENY-NON VEHICLE,192391902,8/27/2019,772 BENDER ST SW,302,Pittsburgh,V,33.73376,-84.40626
LARCENY-NON VEHICLE,192398042,8/27/2019,6023 N TERMINAL BYWY,705,,,33.64217,-84.447
LARCENY-NON VEHICLE,192390163,8/27/2019,1591 BRIDGEPORT DR NW,113,Lincoln Homes,G,33.79861,-84.47723
LARCENY-NON VEHICLE,192390905,8/27/2019,3455 EMPIRE BLVD SW,312,Glenrose Heights,Z,33.66014,-84.39235
AUTO THEFT,192391117,8/27/2019,1185 COLLIER RD NW,204,,C,33.81137,-84.42525
AUTO THEFT,192390577,8/27/2019,1242 LADD ST SW,402,Bush Mountain,S,33.72711,-84.42857
AUTO THEFT,192390446,8/27/2019,507 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74097,-84.41809
AUTO THEFT,192392081,8/27/2019,2085 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69753,-84.4084
AUTO THEFT,192398084,8/27/2019,6023 S TERMINAL PKWY,704,,,33.6397,-84.44434
AUTO THEFT,192381342,8/26/2019,708 SPRING ST NW,504,Midtown,E,33.77411,-84.38894
AUTO THEFT,192380304,8/26/2019,362 GRANT CIR SE,605,Grant Park,W,33.72559,-84.37644
AUTO THEFT,192380263,8/26/2019,1590 JONESBORO RD SE,307,Lakewood Heights,Y,33.70935,-84.38068
AUTO THEFT,192382089,8/26/2019,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532
AUTO THEFT,192381424,8/26/2019,683 CASCADE AVE SW,404,Westview,T,33.737,-84.43593
AUTO THEFT,192380983,8/26/2019,226 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.7477,-84.35045
AUTO THEFT,192381790,8/26/2019,815 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82414,-84.36101
AUTO THEFT,192380572,8/26/2019,1459 MECASLIN ST NW,207,Loring Heights,E,33.79534,-84.39881
AUTO THEFT,192380369,8/26/2019,821 RALPH MCGILL BLVD NE,602,Poncey-Highland,N,33.76792,-84.35911
AUTO THEFT,192380370,8/26/2019,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.74569,-84.41786
LARCENY-NON VEHICLE,192381754,8/26/2019,1430 CENTRA VILLA DR SW,408,Venetian Hills,S,33.71638,-84.45281
LARCENY-NON VEHICLE,192381313,8/26/2019,2920 BENJAMIN E MAYS DR SW,406,Cascade Heights,I,33.73074,-84.48347
LARCENY-NON VEHICLE,192381271,8/26/2019,10 PARK PL NE,510,Downtown,M,33.75552,-84.39809
LARCENY-NON VEHICLE,192381291,8/26/2019,501 CONNELL AVE SW,309,Perkerson,X,33.68348,-84.40624
LARCENY-NON VEHICLE,192381116,8/26/2019,82 ROGERS ST NE,609,Kirkwood,O,33.75683,-84.3293
LARCENY-NON VEHICLE,192381252,8/26/2019,2911 PHARR COURT SOUTH NW @CAMPBELL-STONE APTS,206,Peachtree Heights West,B,33.83468,-84.38493
LARCENY-NON VEHICLE,192380874,8/26/2019,290 WADLEY ST NW,108,Dixie Hills,J,33.75949,-84.45897
LARCENY-NON VEHICLE,192380692,8/26/2019,1500 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79577,-84.47214
LARCENY-NON VEHICLE,192381075,8/26/2019,2952 GRAND AVE SW,311,Hammond Park,X,33.67489,-84.40367
LARCENY-NON VEHICLE,192381979,8/26/2019,307 RICHARDSON ST SW,303,Mechanicsville,V,33.74084,-84.39767
LARCENY-NON VEHICLE,192381299,8/26/2019,715 PEACHTREE ST NE,505,Midtown,E,33.774,-84.38412
LARCENY-NON VEHICLE,192380467,8/26/2019,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65738,-84.51309
LARCENY-NON VEHICLE,192381147,8/26/2019,210 PEACHTREE ST NW @WESTIN HOTEL,508,Downtown,M,33.75943,-84.38837
LARCENY-FROM VEHICLE,192380853,8/26/2019,2075 DONALD LEE HOLLOWELL PKWY NW,109,Grove Park,J,33.77676,-84.45342
LARCENY-FROM VEHICLE,192382199,8/26/2019,782 PEACHTREE ST NE,505,Midtown,E,33.77585,-84.38505
LARCENY-FROM VEHICLE,192382247,8/26/2019,12 W PEACHTREE PL NW,508,Downtown,M,33.7639,-84.38793
LARCENY-FROM VEHICLE,192382119,8/26/2019,537 ETHEL STREET NW,501,Home Park,E,33.78468,-84.40483
LARCENY-NON VEHICLE,192381540,8/26/2019,848 SPRING ST NW,505,Midtown,E,33.77781,-84.38888
LARCENY-FROM VEHICLE,192381794,8/26/2019,777 CLEVELAND AVE SW,309,Perkerson,X,33.68171,-84.41482
LARCENY-FROM VEHICLE,192381559,8/26/2019,221 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76045,-84.38556
LARCENY-FROM VEHICLE,192381497,8/26/2019,1380 ENGLISH ST NW,103,Blandtown,D,33.79405,-84.42052
LARCENY-FROM VEHICLE,192381277,8/26/2019,1728 CAMPBELLTON RD SW,408,,R,33.711,-84.44453
LARCENY-FROM VEHICLE,192381258,8/26/2019,2125 NORTHSIDE DR NW @GRANT TENNIS CENTER,205,,C,33.81405,-84.40587
LARCENY-FROM VEHICLE,192380449,8/26/2019,821 RALPH MCGILL BLVD NE,602,Poncey-Highland,N,33.76792,-84.35911
